"site","utterance","goal","true_state","goal_prob","subid"
"India","amazing","honest","1",0,"49"
"India","okay","honest","4",1,"49"
"India","terrible","honest","3",0.8,"49"
"India","amazing","honest","5",0.975,"49"
"India","good","honest","5",1,"49"
"India","good","honest","2",0.125,"49"
"India","terrible","honest","1",1,"49"
"India","bad","honest","3",0.15,"49"
"India","bad","honest","1",0.125,"49"
"India","bad","honest","2",0.15,"49"
"India","terrible","honest","5",0,"49"
"India","okay","honest","2",0.825,"49"
"India","bad","honest","4",0,"49"
"India","amazing","honest","4",0.95,"49"
"India","amazing","honest","3",0.8,"49"
"India","okay","honest","3",0.725,"49"
"India","good","honest","3",0.65,"49"
"India","terrible","honest","4",0,"49"
"India","okay","honest","1",0.075,"49"
"India","good","honest","4",0.875,"49"
"India","amazing","mean","5",0.75,"52"
"India","amazing","mean","1",0.675,"52"
"India","terrible","mean","2",0.5,"52"
"India","okay","mean","1",0.725,"52"
"India","bad","mean","3",0.65,"52"
"India","good","mean","4",0.75,"52"
"India","bad","mean","5",0.3,"52"
"India","good","mean","5",0.75,"52"
"India","okay","mean","2",0.725,"52"
"India","bad","mean","2",0.725,"52"
"India","amazing","mean","4",0.75,"52"
"India","bad","mean","1",0.5,"52"
"India","okay","mean","4",0.725,"52"
"India","good","mean","3",0.575,"52"
"India","okay","mean","5",0.5,"52"
"India","terrible","mean","4",0.5,"52"
"India","good","mean","2",0.5,"52"
"India","amazing","mean","3",0.5,"52"
"India","amazing","mean","2",0.5,"52"
"India","terrible","mean","1",0.5,"52"
"India","terrible","mean","3",0.5,"52"
"India","terrible","mean","5",0.4,"52"
"India","okay","mean","3",0.575,"52"
"India","good","mean","1",0.5,"52"
"India","bad","mean","4",0.55,"52"
"India","good","nice","5",0.725,"54"
"India","bad","nice","3",0,"54"
"India","amazing","nice","3",0.95,"54"
"India","terrible","nice","2",0.225,"54"
"India","okay","nice","1",0.025,"54"
"India","amazing","nice","1",0.95,"54"
"India","okay","nice","5",0,"54"
"India","amazing","nice","4",0.975,"54"
"India","terrible","nice","3",0.275,"54"
"India","terrible","nice","5",0,"54"
"India","amazing","nice","2",0.8,"54"
"India","good","nice","1",0.975,"54"
"India","okay","nice","3",0.725,"54"
"India","bad","nice","2",0.275,"54"
"India","amazing","nice","5",1,"54"
"India","good","nice","2",0.725,"54"
"India","terrible","nice","1",0.275,"54"
"India","bad","nice","1",0.025,"54"
"India","bad","nice","5",0,"54"
"India","good","nice","4",0.7,"54"
"India","bad","nice","4",0,"54"
"India","good","nice","3",0.75,"54"
"India","okay","nice","2",0.25,"54"
"India","okay","nice","4",0.2,"54"
"India","terrible","nice","4",0,"54"
"India","okay","honest","2",0.9,"55"
"India","amazing","honest","5",0.925,"55"
"India","bad","honest","4",0.95,"55"
"India","terrible","honest","2",0.95,"55"
"India","good","honest","2",0.925,"55"
"India","okay","honest","4",0.95,"55"
"India","good","honest","4",0.925,"55"
"India","bad","honest","2",0.9,"55"
"India","terrible","honest","4",0.875,"55"
"India","bad","honest","5",0.95,"55"
"India","terrible","honest","1",0.925,"55"
"India","good","honest","3",0.925,"55"
"India","amazing","honest","1",0.925,"55"
"India","terrible","honest","3",0.95,"55"
"India","okay","honest","5",0.975,"55"
"India","bad","honest","3",0.95,"55"
"India","okay","honest","1",0.95,"55"
"India","bad","honest","1",0.925,"55"
"India","good","honest","1",0.95,"55"
"India","amazing","honest","3",0.95,"55"
"India","okay","honest","3",0.925,"55"
"India","amazing","honest","4",0.95,"55"
"India","terrible","honest","5",0.925,"55"
"India","good","honest","5",0.925,"55"
"India","amazing","honest","2",0.9,"55"
"India","terrible","honest","5",0,"56"
"India","amazing","honest","1",0.275,"56"
"India","okay","honest","3",0.975,"56"
"India","amazing","honest","4",0.975,"56"
"India","bad","honest","3",0.3,"56"
"India","terrible","honest","1",0.775,"56"
"India","okay","honest","1",0.25,"56"
"India","good","honest","5",1,"56"
"India","bad","honest","4",0.05,"56"
"India","terrible","honest","2",0.5,"56"
"India","amazing","honest","3",0.725,"56"
"India","amazing","honest","5",1,"56"
"India","good","honest","4",0.75,"56"
"India","bad","honest","1",0.75,"56"
"India","amazing","honest","2",0.25,"56"
"India","terrible","honest","3",0.25,"56"
"India","bad","honest","2",0.725,"56"
"India","okay","honest","5",0.275,"56"
"India","terrible","honest","4",0,"56"
"India","good","honest","2",0.75,"56"
"India","good","honest","3",0.75,"56"
"India","okay","honest","2",0.75,"56"
"India","bad","honest","5",0,"56"
"India","good","honest","1",0.3,"56"
"India","okay","honest","4",0.275,"56"
"India","good","honest","5",0.725,"57"
"India","amazing","honest","2",0.3,"57"
"India","terrible","honest","1",1,"57"
"India","okay","honest","5",0.7,"57"
"India","bad","honest","4",0.325,"57"
"India","good","honest","4",0.7,"57"
"India","terrible","honest","3",0.25,"57"
"India","good","honest","3",0.7,"57"
"India","amazing","honest","5",0.95,"57"
"India","bad","honest","1",0.95,"57"
"India","okay","honest","3",0.95,"57"
"India","good","honest","1",0.25,"57"
"India","okay","honest","4",0.775,"57"
"India","terrible","honest","5",0,"57"
"India","bad","honest","2",0.625,"57"
"India","amazing","honest","1",0,"57"
"India","okay","honest","2",0.5,"57"
"India","bad","honest","5",0,"57"
"India","terrible","honest","2",0.275,"57"
"India","okay","honest","1",0.25,"57"
"India","bad","honest","3",0.025,"57"
"India","good","honest","2",0.275,"57"
"India","terrible","honest","4",0.05,"57"
"India","amazing","honest","3",0.725,"57"
"India","amazing","honest","4",0.725,"57"
"India","bad","nice","4",0.125,"59"
"India","bad","nice","2",0.275,"59"
"India","terrible","nice","5",0.025,"59"
"India","good","nice","2",0.8,"59"
"India","terrible","nice","3",0.125,"59"
"India","okay","nice","2",0.375,"59"
"India","amazing","nice","4",1,"59"
"India","amazing","nice","3",1,"59"
"India","amazing","nice","2",0.95,"59"
"India","good","nice","3",0.575,"59"
"India","good","nice","4",0.775,"59"
"India","amazing","nice","1",0.975,"59"
"India","terrible","nice","1",0.125,"59"
"India","amazing","nice","5",0.5,"59"
"India","okay","nice","3",0.5,"59"
"India","okay","nice","5",0.375,"59"
"India","bad","nice","1",0.25,"59"
"India","terrible","nice","4",0.25,"59"
"India","good","nice","5",0.5,"59"
"India","bad","nice","3",0.3,"59"
"India","okay","nice","4",0.3,"59"
"India","bad","nice","5",0.15,"59"
"India","terrible","nice","2",0.175,"59"
"India","okay","nice","1",0.775,"59"
"India","good","nice","1",0.775,"59"
"India","good","honest","5",0.75,"60"
"India","bad","honest","2",1,"60"
"India","good","honest","3",0.5,"60"
"India","terrible","honest","3",0.25,"60"
"India","good","honest","1",0,"60"
"India","bad","honest","4",0.025,"60"
"India","okay","honest","4",0.225,"60"
"India","okay","honest","5",0,"60"
"India","terrible","honest","4",0,"60"
"India","terrible","honest","2",0.75,"60"
"India","bad","honest","5",0,"60"
"India","okay","honest","3",0.725,"60"
"India","okay","honest","2",0.25,"60"
"India","terrible","honest","5",0,"60"
"India","bad","honest","3",0.225,"60"
"India","amazing","honest","1",0,"60"
"India","bad","honest","1",1,"60"
"India","good","honest","4",0.7,"60"
"India","amazing","honest","3",0.225,"60"
"India","okay","honest","1",0.025,"60"
"India","amazing","honest","5",0.975,"60"
"India","amazing","honest","4",0.75,"60"
"India","amazing","honest","2",0.25,"60"
"India","good","honest","2",0.275,"60"
"India","terrible","honest","1",1,"60"
"India","terrible","honest","3",0.7,"62"
"India","bad","honest","5",0.85,"62"
"India","amazing","honest","3",0.325,"62"
"India","bad","honest","1",0.85,"62"
"India","terrible","honest","1",0.9,"62"
"India","terrible","honest","5",0,"62"
"India","amazing","honest","2",0.2,"62"
"India","okay","honest","3",0.75,"62"
"India","good","honest","2",0.3,"62"
"India","good","honest","5",0.975,"62"
"India","amazing","honest","1",0.075,"62"
"India","terrible","honest","2",0.725,"62"
"India","good","honest","1",0.075,"62"
"India","terrible","honest","4",0.825,"62"
"India","bad","honest","3",0.725,"62"
"India","bad","honest","2",0.775,"62"
"India","okay","honest","2",0.4,"62"
"India","amazing","honest","4",0.85,"62"
"India","okay","honest","1",0.1,"62"
"India","good","honest","4",0.875,"62"
"India","okay","honest","4",0.85,"62"
"India","okay","honest","5",0.975,"62"
"India","bad","honest","4",0.225,"62"
"India","amazing","honest","5",0.975,"62"
"India","good","honest","3",0.65,"62"
"India","amazing","honest","1",0.175,"63"
"India","amazing","honest","4",0.85,"63"
"India","terrible","honest","4",0.125,"63"
"India","okay","honest","2",0.8,"63"
"India","good","honest","4",0.925,"63"
"India","okay","honest","4",0.25,"63"
"India","good","honest","2",0.275,"63"
"India","bad","honest","4",0.15,"63"
"India","good","honest","3",0.725,"63"
"India","terrible","honest","3",0.275,"63"
"India","good","honest","5",0.975,"63"
"India","good","honest","1",0.125,"63"
"India","okay","honest","3",0.875,"63"
"India","terrible","honest","1",0.9,"63"
"India","okay","honest","1",0.925,"63"
"India","amazing","honest","2",0.275,"63"
"India","okay","honest","5",0.3,"63"
"India","terrible","honest","5",0.05,"63"
"India","bad","honest","3",0.3,"63"
"India","bad","honest","5",0.05,"63"
"India","bad","honest","1",0.9,"63"
"India","terrible","honest","2",0.75,"63"
"India","amazing","honest","3",0.725,"63"
"India","amazing","honest","5",0.925,"63"
"India","bad","honest","2",0.775,"63"
"India","amazing","honest","1",0.125,"64"
"India","okay","honest","2",0.7,"64"
"India","good","honest","4",0.725,"64"
"India","bad","honest","1",0.8,"64"
"India","good","honest","2",0.65,"64"
"India","bad","honest","2",0.725,"64"
"India","terrible","honest","4",0.025,"64"
"India","good","honest","5",0.95,"64"
"India","bad","honest","4",0.075,"64"
"India","okay","honest","4",0.525,"64"
"India","okay","honest","3",0.5,"64"
"India","bad","honest","3",0.175,"64"
"India","bad","honest","5",0.05,"64"
"India","terrible","honest","2",0.275,"64"
"India","good","honest","1",0.2,"64"
"India","terrible","honest","3",0.225,"64"
"India","amazing","honest","5",0.925,"64"
"India","terrible","honest","5",0.05,"64"
"India","amazing","honest","3",0.675,"64"
"India","terrible","honest","1",0.85,"64"
"India","okay","honest","1",0.325,"64"
"India","amazing","honest","4",0.7,"64"
"India","amazing","honest","2",0.025,"64"
"India","good","honest","3",0.975,"64"
"India","okay","honest","5",0.125,"64"
"India","amazing","nice","4",0.95,"65"
"India","bad","nice","4",0,"65"
"India","okay","nice","5",0.025,"65"
"India","bad","nice","2",0.4,"65"
"India","terrible","nice","5",0,"65"
"India","amazing","nice","1",0.9,"65"
"India","okay","nice","4",0.225,"65"
"India","bad","nice","1",0.6,"65"
"India","terrible","nice","2",0.375,"65"
"India","bad","nice","3",0.2,"65"
"India","good","nice","1",0.825,"65"
"India","good","nice","5",1,"65"
"India","terrible","nice","3",0.25,"65"
"India","terrible","nice","1",0.425,"65"
"India","amazing","nice","3",0.8,"65"
"India","okay","nice","1",0.825,"65"
"India","good","nice","2",0.775,"65"
"India","good","nice","4",0.9,"65"
"India","bad","nice","5",0.025,"65"
"India","okay","nice","3",0.825,"65"
"India","amazing","nice","2",0.8,"65"
"India","good","nice","3",0.8,"65"
"India","terrible","nice","4",0.025,"65"
"India","amazing","nice","5",1,"65"
"India","okay","nice","2",0.775,"65"
"India","okay","nice","1",0.45,"68"
"India","terrible","nice","2",0.075,"68"
"India","bad","nice","3",0,"68"
"India","good","nice","4",0.825,"68"
"India","terrible","nice","3",0,"68"
"India","amazing","nice","1",0.9,"68"
"India","bad","nice","5",0,"68"
"India","amazing","nice","3",0.5,"68"
"India","bad","nice","4",0,"68"
"India","good","nice","1",0.825,"68"
"India","amazing","nice","5",1,"68"
"India","terrible","nice","1",0.25,"68"
"India","amazing","nice","4",0.9,"68"
"India","bad","nice","2",0.225,"68"
"India","terrible","nice","5",0,"68"
"India","bad","nice","1",0.35,"68"
"India","amazing","nice","2",0.95,"68"
"India","good","nice","5",0.725,"68"
"India","okay","nice","5",0.15,"68"
"India","okay","nice","3",0.9,"68"
"India","okay","nice","2",0.65,"68"
"India","good","nice","3",0.775,"68"
"India","terrible","nice","4",0,"68"
"India","okay","nice","4",0.4,"68"
"India","good","nice","2",0.725,"68"
"India","amazing","nice","5",0.975,"69"
"India","good","nice","3",0.75,"69"
"India","okay","nice","5",0.5,"69"
"India","okay","nice","4",0.8,"69"
"India","terrible","nice","2",0.275,"69"
"India","bad","nice","4",0.125,"69"
"India","amazing","nice","3",0.95,"69"
"India","terrible","nice","3",0.25,"69"
"India","terrible","nice","1",0.075,"69"
"India","good","nice","2",0.775,"69"
"India","okay","nice","3",0.75,"69"
"India","amazing","nice","4",0.75,"69"
"India","good","nice","5",0.65,"69"
"India","amazing","nice","2",0.975,"69"
"India","bad","nice","2",0.275,"69"
"India","bad","nice","3",0.225,"69"
"India","good","nice","1",0.925,"69"
"India","good","nice","4",0.825,"69"
"India","bad","nice","1",0.825,"69"
"India","terrible","nice","5",0.025,"69"
"India","okay","nice","1",0.725,"69"
"India","amazing","nice","1",0.875,"69"
"India","bad","nice","5",0.05,"69"
"India","okay","nice","2",0.725,"69"
"India","terrible","nice","4",0.05,"69"
"India","bad","honest","5",0,"73"
"India","okay","honest","1",0.275,"73"
"India","bad","honest","3",0.5,"73"
"India","okay","honest","2",0.225,"73"
"India","good","honest","3",0.725,"73"
"India","bad","honest","1",1,"73"
"India","amazing","honest","2",0.475,"73"
"India","amazing","honest","5",1,"73"
"India","good","honest","1",0,"73"
"India","amazing","honest","1",0.15,"73"
"India","amazing","honest","4",0.675,"73"
"India","good","honest","4",0.8,"73"
"India","terrible","honest","2",0.325,"73"
"India","terrible","honest","1",1,"73"
"India","bad","honest","2",0.85,"73"
"India","terrible","honest","4",0,"73"
"India","good","honest","2",0.6,"73"
"India","bad","honest","4",0,"73"
"India","good","honest","5",1,"73"
"India","okay","honest","4",0.3,"73"
"India","okay","honest","3",0.275,"73"
"India","amazing","honest","3",0.625,"73"
"India","terrible","honest","5",0,"73"
"India","terrible","honest","3",0.275,"73"
"India","okay","honest","5",0,"73"
"India","okay","mean","3",0.25,"76"
"India","terrible","mean","1",0.6,"76"
"India","bad","mean","5",0.6,"76"
"India","okay","mean","1",0.9,"76"
"India","good","mean","4",0.025,"76"
"India","amazing","mean","5",0.05,"76"
"India","okay","mean","5",0.35,"76"
"India","good","mean","3",0.125,"76"
"India","good","mean","2",0.625,"76"
"India","terrible","mean","4",0.225,"76"
"India","okay","mean","4",0.175,"76"
"India","bad","mean","1",0.725,"76"
"India","okay","mean","2",0.75,"76"
"India","amazing","mean","4",0.125,"76"
"India","bad","mean","3",0.4,"76"
"India","good","mean","1",0.85,"76"
"India","terrible","mean","5",0.25,"76"
"India","amazing","mean","1",0.8,"76"
"India","amazing","mean","2",0.825,"76"
"India","good","mean","5",0.075,"76"
"India","bad","mean","4",0.325,"76"
"India","terrible","mean","3",0.375,"76"
"India","amazing","mean","3",0.4,"76"
"India","terrible","mean","2",0.8,"76"
"India","bad","mean","2",0.75,"76"
"India","bad","mean","4",0.725,"77"
"India","good","mean","2",0.025,"77"
"India","bad","mean","2",0.025,"77"
"India","bad","mean","5",0.925,"77"
"India","okay","mean","2",0.05,"77"
"India","bad","mean","1",0.05,"77"
"India","okay","mean","5",0.025,"77"
"India","good","mean","5",0,"77"
"India","okay","mean","4",0.025,"77"
"India","terrible","mean","4",0.7,"77"
"India","bad","mean","3",0.5,"77"
"India","amazing","mean","5",0.05,"77"
"India","okay","mean","1",0.025,"77"
"India","good","mean","1",0.025,"77"
"India","amazing","mean","3",0.025,"77"
"India","terrible","mean","3",0.7,"77"
"India","amazing","mean","1",0.225,"77"
"India","terrible","mean","2",0.5,"77"
"India","amazing","mean","2",0.025,"77"
"India","amazing","mean","4",0.025,"77"
"India","okay","mean","3",0.275,"77"
"India","terrible","mean","1",0.7,"77"
"India","good","mean","4",0.05,"77"
"India","good","mean","3",0.3,"77"
"India","terrible","mean","5",0.975,"77"
"India","good","honest","2",0.8,"79"
"India","amazing","honest","5",1,"79"
"India","okay","honest","2",0.775,"79"
"India","bad","honest","1",0.825,"79"
"India","bad","honest","2",0.725,"79"
"India","bad","honest","3",0.2,"79"
"India","terrible","honest","1",1,"79"
"India","amazing","honest","1",0.1,"79"
"India","bad","honest","5",0.025,"79"
"India","amazing","honest","3",0.7,"79"
"India","amazing","honest","2",0.3,"79"
"India","okay","honest","4",0.225,"79"
"India","terrible","honest","4",0.025,"79"
"India","amazing","honest","4",0.75,"79"
"India","good","honest","3",0.75,"79"
"India","bad","honest","4",0.05,"79"
"India","terrible","honest","3",0.2,"79"
"India","good","honest","4",0.725,"79"
"India","okay","honest","5",0.05,"79"
"India","good","honest","5",0.95,"79"
"India","okay","honest","1",1,"79"
"India","terrible","honest","2",0.25,"79"
"India","terrible","honest","5",0.05,"79"
"India","okay","honest","3",0,"79"
"India","good","honest","1",0.175,"79"
"India","terrible","nice","4",0.225,"80"
"India","bad","nice","4",0,"80"
"India","bad","nice","3",0.475,"80"
"India","bad","nice","1",0.25,"80"
"India","okay","nice","5",0.3,"80"
"India","bad","nice","2",0.35,"80"
"India","okay","nice","3",0.5,"80"
"India","amazing","nice","5",1,"80"
"India","amazing","nice","3",0.725,"80"
"India","good","nice","4",0.725,"80"
"India","okay","nice","2",0.5,"80"
"India","good","nice","5",0.95,"80"
"India","amazing","nice","4",0.775,"80"
"India","amazing","nice","2",1,"80"
"India","good","nice","2",0.8,"80"
"India","good","nice","1",1,"80"
"India","okay","nice","1",0.85,"80"
"India","bad","nice","5",0,"80"
"India","terrible","nice","3",0.225,"80"
"India","terrible","nice","1",0.275,"80"
"India","okay","nice","4",0.7,"80"
"India","good","nice","3",0.825,"80"
"India","amazing","nice","1",0.975,"80"
"India","terrible","nice","2",0.475,"80"
"India","terrible","nice","5",0,"80"
"India","okay","honest","4",0,"82"
"India","okay","honest","3",1,"82"
"India","okay","honest","5",0,"82"
"India","bad","honest","1",1,"82"
"India","amazing","honest","3",0,"82"
"India","amazing","honest","1",0,"82"
"India","amazing","honest","5",1,"82"
"India","good","honest","5",0,"82"
"India","terrible","honest","1",1,"82"
"India","okay","honest","2",0,"82"
"India","good","honest","3",0,"82"
"India","bad","honest","4",0,"82"
"India","good","honest","1",0,"82"
"India","good","honest","2",0,"82"
"India","bad","honest","3",0,"82"
"India","terrible","honest","2",0.75,"82"
"India","amazing","honest","2",0,"82"
"India","terrible","honest","3",0,"82"
"India","terrible","honest","4",0,"82"
"India","bad","honest","5",0,"82"
"India","good","honest","4",1,"82"
"India","bad","honest","2",1,"82"
"India","okay","honest","1",0,"82"
"India","terrible","honest","5",0,"82"
"India","amazing","honest","4",0.725,"82"
"India","good","nice","3",0.9,"83"
"India","amazing","nice","2",0.425,"83"
"India","bad","nice","3",0.225,"83"
"India","good","nice","5",1,"83"
"India","okay","nice","5",0.725,"83"
"India","good","nice","1",0.8,"83"
"India","amazing","nice","3",0.85,"83"
"India","okay","nice","1",0.775,"83"
"India","bad","nice","4",0,"83"
"India","amazing","nice","4",1,"83"
"India","okay","nice","4",0.725,"83"
"India","bad","nice","1",1,"83"
"India","bad","nice","5",0,"83"
"India","good","nice","2",0.7,"83"
"India","amazing","nice","1",0,"83"
"India","good","nice","4",1,"83"
"India","terrible","nice","3",0,"83"
"India","terrible","nice","4",0,"83"
"India","okay","nice","3",0.5,"83"
"India","terrible","nice","2",0.275,"83"
"India","amazing","nice","5",1,"83"
"India","okay","nice","2",0.375,"83"
"India","bad","nice","2",0.45,"83"
"India","terrible","nice","1",0.825,"83"
"India","terrible","nice","5",0,"83"
"India","bad","honest","2",0.85,"84"
"India","good","honest","3",0.725,"84"
"India","amazing","honest","5",0.95,"84"
"India","good","honest","1",0.675,"84"
"India","good","honest","4",0.725,"84"
"India","terrible","honest","3",0.675,"84"
"India","amazing","honest","4",0.95,"84"
"India","terrible","honest","1",0.5,"84"
"India","okay","honest","3",0.5,"84"
"India","bad","honest","1",0.775,"84"
"India","terrible","honest","5",0.85,"84"
"India","good","honest","2",0.8,"84"
"India","okay","honest","5",0.675,"84"
"India","bad","honest","4",0.85,"84"
"India","amazing","honest","3",0.825,"84"
"India","terrible","honest","2",0.5,"84"
"India","okay","honest","1",0.5,"84"
"India","bad","honest","3",0.5,"84"
"India","okay","honest","2",0.5,"84"
"India","amazing","honest","1",0.675,"84"
"India","good","honest","5",0.925,"84"
"India","okay","honest","4",0.825,"84"
"India","bad","honest","5",0.5,"84"
"India","amazing","honest","2",0.875,"84"
"India","terrible","honest","4",0.5,"84"
"India","bad","honest","1",0.725,"86"
"India","okay","honest","1",0.75,"86"
"India","terrible","honest","4",0.75,"86"
"India","good","honest","1",0.775,"86"
"India","terrible","honest","5",0.775,"86"
"India","terrible","honest","3",0.725,"86"
"India","amazing","honest","4",0.75,"86"
"India","terrible","honest","2",0.75,"86"
"India","good","honest","5",0.8,"86"
"India","okay","honest","3",0.75,"86"
"India","good","honest","4",0.775,"86"
"India","amazing","honest","5",0.775,"86"
"India","bad","honest","2",0.75,"86"
"India","bad","honest","3",0.75,"86"
"India","okay","honest","4",0.75,"86"
"India","okay","honest","2",0.75,"86"
"India","good","honest","3",0.725,"86"
"India","amazing","honest","3",0.775,"86"
"India","good","honest","2",0.8,"86"
"India","terrible","honest","1",0.75,"86"
"India","amazing","honest","1",0.775,"86"
"India","amazing","honest","2",0.725,"86"
"India","okay","honest","5",0.725,"86"
"India","bad","honest","4",0.75,"86"
"India","bad","honest","5",0.75,"86"
"India","okay","honest","4",1,"88"
"India","bad","honest","4",0,"88"
"India","okay","honest","5",0.5,"88"
"India","good","honest","2",0.25,"88"
"India","bad","honest","1",1,"88"
"India","bad","honest","5",0,"88"
"India","good","honest","4",1,"88"
"India","good","honest","3",0.725,"88"
"India","terrible","honest","3",0.25,"88"
"India","amazing","honest","5",1,"88"
"India","bad","honest","2",0.75,"88"
"India","terrible","honest","5",0,"88"
"India","okay","honest","1",0.025,"88"
"India","terrible","honest","4",0,"88"
"India","terrible","honest","2",0.65,"88"
"India","okay","honest","2",0.75,"88"
"India","okay","honest","3",0.775,"88"
"India","amazing","honest","3",0.525,"88"
"India","amazing","honest","2",0.275,"88"
"India","terrible","honest","1",1,"88"
"India","bad","honest","3",0.25,"88"
"India","amazing","honest","1",0,"88"
"India","good","honest","5",1,"88"
"India","good","honest","1",0,"88"
"India","amazing","honest","4",0.85,"88"
"India","okay","honest","4",0.625,"89"
"India","okay","honest","1",0.125,"89"
"India","bad","honest","2",0.9,"89"
"India","bad","honest","5",0,"89"
"India","good","honest","5",1,"89"
"India","terrible","honest","1",0.85,"89"
"India","amazing","honest","2",0,"89"
"India","amazing","honest","4",0.95,"89"
"India","good","honest","4",0.925,"89"
"India","good","honest","2",0.275,"89"
"India","terrible","honest","5",0,"89"
"India","terrible","honest","2",0.875,"89"
"India","amazing","honest","5",1,"89"
"India","bad","honest","1",0.875,"89"
"India","terrible","honest","4",0,"89"
"India","amazing","honest","1",0,"89"
"India","amazing","honest","3",0.325,"89"
"India","okay","honest","3",0.675,"89"
"India","terrible","honest","3",0.525,"89"
"India","good","honest","3",0.5,"89"
"India","bad","honest","4",0,"89"
"India","good","honest","1",0,"89"
"India","okay","honest","2",0.3,"89"
"India","bad","honest","3",0.325,"89"
"India","okay","honest","5",0,"89"
"India","okay","nice","5",0.25,"90"
"India","amazing","nice","1",0.75,"90"
"India","okay","nice","1",0.75,"90"
"India","amazing","nice","2",1,"90"
"India","amazing","nice","5",1,"90"
"India","good","nice","2",0.75,"90"
"India","terrible","nice","4",0.025,"90"
"India","terrible","nice","2",0,"90"
"India","bad","nice","3",0.725,"90"
"India","good","nice","5",1,"90"
"India","terrible","nice","5",0,"90"
"India","amazing","nice","3",1,"90"
"India","bad","nice","4",0,"90"
"India","terrible","nice","3",0.25,"90"
"India","good","nice","4",0.95,"90"
"India","bad","nice","1",0.25,"90"
"India","okay","nice","3",0.725,"90"
"India","good","nice","3",0.75,"90"
"India","bad","nice","2",0,"90"
"India","bad","nice","5",0,"90"
"India","terrible","nice","1",0.275,"90"
"India","amazing","nice","4",1,"90"
"India","good","nice","1",1,"90"
"India","okay","nice","2",0.775,"90"
"India","okay","nice","4",0.75,"90"
"India","terrible","honest","4",0.05,"91"
"India","good","honest","5",0.95,"91"
"India","bad","honest","4",0.2,"91"
"India","okay","honest","2",0.975,"91"
"India","terrible","honest","1",1,"91"
"India","terrible","honest","2",0.3,"91"
"India","amazing","honest","5",0.975,"91"
"India","amazing","honest","3",0.275,"91"
"India","amazing","honest","1",0.05,"91"
"India","amazing","honest","4",1,"91"
"India","okay","honest","3",0.25,"91"
"India","good","honest","1",0.05,"91"
"India","bad","honest","5",0.05,"91"
"India","terrible","honest","5",0,"91"
"India","good","honest","4",0.95,"91"
"India","okay","honest","5",0.25,"91"
"India","terrible","honest","3",0.225,"91"
"India","amazing","honest","2",0.225,"91"
"India","good","honest","3",0.725,"91"
"India","bad","honest","2",0.775,"91"
"India","bad","honest","1",0.975,"91"
"India","bad","honest","3",0.225,"91"
"India","good","honest","2",0.25,"91"
"India","okay","honest","1",0.75,"91"
"India","okay","honest","4",0.225,"91"
"India","terrible","nice","1",0.275,"95"
"India","amazing","nice","3",0.975,"95"
"India","amazing","nice","1",0.8,"95"
"India","terrible","nice","5",0,"95"
"India","bad","nice","4",0.275,"95"
"India","good","nice","2",0.75,"95"
"India","amazing","nice","5",0.95,"95"
"India","good","nice","4",0.875,"95"
"India","bad","nice","3",0.025,"95"
"India","bad","nice","5",0.05,"95"
"India","good","nice","3",0.675,"95"
"India","terrible","nice","4",0,"95"
"India","terrible","nice","3",0.5,"95"
"India","okay","nice","3",0.675,"95"
"India","terrible","nice","2",0.375,"95"
"India","bad","nice","1",0.5,"95"
"India","amazing","nice","4",0.9,"95"
"India","bad","nice","2",0.35,"95"
"India","okay","nice","4",0.5,"95"
"India","good","nice","5",0.5,"95"
"India","okay","nice","2",1,"95"
"India","good","nice","1",0.975,"95"
"India","amazing","nice","2",1,"95"
"India","okay","nice","1",0.7,"95"
"India","okay","nice","5",0.175,"95"
"India","okay","honest","1",0.325,"96"
"India","good","honest","3",0.7,"96"
"India","good","honest","2",0.375,"96"
"India","bad","honest","1",0.725,"96"
"India","okay","honest","5",0.3,"96"
"India","bad","honest","3",0.3,"96"
"India","amazing","honest","2",0.075,"96"
"India","amazing","honest","1",0.025,"96"
"India","good","honest","4",0.775,"96"
"India","amazing","honest","3",0.275,"96"
"India","terrible","honest","4",0.075,"96"
"India","bad","honest","4",0.15,"96"
"India","terrible","honest","5",0,"96"
"India","bad","honest","2",0.375,"96"
"India","terrible","honest","3",0.175,"96"
"India","terrible","honest","1",0.85,"96"
"India","okay","honest","4",0.75,"96"
"India","bad","honest","5",0.025,"96"
"India","good","honest","1",0.3,"96"
"India","okay","honest","3",0.9,"96"
"India","okay","honest","2",0.375,"96"
"India","amazing","honest","4",0.675,"96"
"India","good","honest","5",0.7,"96"
"India","terrible","honest","2",0.35,"96"
"India","amazing","honest","5",1,"96"
"US","bad","nice","3",0.05,"5"
"US","okay","nice","3",0.5,"5"
"US","bad","nice","5",0.05,"5"
"US","okay","nice","5",0.5,"5"
"US","terrible","nice","5",0,"5"
"US","okay","nice","4",0.5,"5"
"US","okay","nice","1",0.725,"5"
"US","bad","nice","2",0.225,"5"
"US","bad","nice","1",0.05,"5"
"US","good","nice","5",0.975,"5"
"US","good","nice","4",1,"5"
"US","terrible","nice","1",0.05,"5"
"US","good","nice","1",0.95,"5"
"US","amazing","nice","3",0.925,"5"
"US","terrible","nice","4",0.225,"5"
"US","good","nice","2",0.725,"5"
"US","amazing","nice","4",1,"5"
"US","good","nice","3",0.875,"5"
"US","bad","nice","4",0.025,"5"
"US","amazing","nice","5",0.975,"5"
"US","terrible","nice","2",0,"5"
"US","amazing","nice","2",0.925,"5"
"US","amazing","nice","1",0.95,"5"
