"subid","goal","true_state","positivity","utterance","goal_prob"
"anon-33","informative","2","positive","okay",0.3
"anon-33","informative","4","negative","terrible",0.2
"anon-33","informative","3","positive","good",1
"anon-33","informative","4","positive","amazing",0.275
"anon-33","informative","3","positive","okay",0.975
"anon-33","informative","2","positive","terrible",0.325
"anon-33","informative","1","positive","bad",0.85
"anon-33","informative","2","negative","good",0.95
"anon-33","informative","3","negative","amazing",0.525
"anon-33","informative","2","positive","bad",1
"anon-33","informative","4","positive","good",0.525
"anon-33","informative","5","positive","amazing",1
"anon-33","informative","1","negative","good",1
"anon-33","informative","2","negative","amazing",0.625
"anon-33","informative","1","positive","terrible",1
"anon-33","informative","5","negative","bad",0.65
"anon-34","informative","2","negative","bad",0.5
"anon-34","informative","3","positive","bad",0.275
"anon-34","informative","5","negative","terrible",0.375
"anon-34","informative","2","negative","terrible",0.6
"anon-34","informative","1","negative","amazing",0.325
"anon-34","informative","4","negative","okay",0.15
"anon-34","informative","3","positive","terrible",0.175
"anon-34","informative","4","negative","good",0.125
"anon-34","informative","5","negative","amazing",0.1
"anon-34","informative","5","positive","good",0.8
"anon-34","informative","2","positive","amazing",0
"anon-34","informative","2","positive","good",0.1
"anon-34","informative","1","negative","terrible",0.125
"anon-34","informative","3","positive","amazing",0.175
"anon-34","informative","3","negative","good",0.225
"anon-34","informative","5","positive","okay",0.05
"anon-34","informative","1","negative","bad",0
"anon-34","informative","5","positive","bad",0
"anon-34","informative","4","positive","bad",0.075
"anon-34","informative","2","negative","okay",0.825
"anon-34","informative","1","positive","okay",0
"anon-34","informative","4","positive","terrible",0.125
"anon-34","informative","3","negative","okay",0.5
"anon-34","informative","1","positive","good",0
"anon-34","informative","4","negative","amazing",0.5
"anon-35","social","5","negative","okay",0
"anon-35","social","3","negative","amazing",0.625
"anon-35","social","4","positive","amazing",0.975
"anon-35","social","1","negative","okay",0.125
"anon-35","social","5","negative","bad",0.15
"anon-35","social","5","negative","good",0
"anon-35","social","3","negative","terrible",0.425
"anon-35","social","4","negative","terrible",0.075
"anon-35","social","3","negative","bad",0.6
"anon-35","social","5","positive","terrible",0
"anon-35","social","2","positive","okay",0.55
"anon-35","social","5","positive","amazing",1
"anon-35","social","1","positive","terrible",0
"anon-35","social","1","positive","amazing",1
"anon-35","social","1","negative","good",0.65
"anon-35","social","3","positive","good",0.775
"anon-35","social","2","negative","amazing",0.775
"anon-35","social","2","positive","bad",0
"anon-35","social","4","positive","good",0.775
"anon-35","social","3","positive","okay",0.5
"anon-35","social","4","negative","bad",0.225
"anon-35","social","2","positive","terrible",0
"anon-35","social","2","negative","good",0.725
"anon-35","social","1","positive","bad",0.05
"anon-35","social","4","positive","okay",0.15
"anon-36","informative","1","positive","okay",0.35
"anon-36","informative","2","positive","amazing",0.425
"anon-36","informative","3","positive","amazing",0.425
"anon-36","informative","5","negative","amazing",0.45
"anon-36","informative","3","positive","bad",0.7
"anon-36","informative","4","negative","okay",0.425
"anon-36","informative","5","positive","bad",0.45
"anon-36","informative","3","positive","terrible",0.75
"anon-36","informative","2","positive","good",0.275
"anon-36","informative","4","positive","terrible",0.675
"anon-36","informative","1","negative","terrible",0.675
"anon-36","informative","5","negative","terrible",0.65
"anon-36","informative","5","positive","good",0.4
"anon-36","informative","5","positive","okay",0.675
"anon-36","informative","1","negative","bad",0.5
"anon-36","informative","1","positive","good",0.55
"anon-36","informative","4","negative","amazing",0.575
"anon-36","informative","1","negative","amazing",0.675
"anon-36","informative","3","negative","good",0.65
"anon-36","informative","4","positive","bad",0.625
"anon-36","informative","4","negative","good",0.675
"anon-36","informative","3","negative","okay",0.65
"anon-36","informative","2","negative","terrible",0.55
"anon-36","informative","2","negative","bad",0.45
"anon-36","informative","2","negative","okay",0.45
"anon-37","informative","1","negative","amazing",0.975
"anon-37","informative","3","positive","bad",0.325
"anon-37","informative","3","positive","terrible",0.25
"anon-37","informative","1","negative","terrible",0.975
"anon-37","informative","2","negative","okay",0.975
"anon-37","informative","1","negative","bad",0
"anon-37","informative","4","negative","good",0
"anon-37","informative","4","positive","bad",0.275
"anon-37","informative","4","negative","okay",0
"anon-37","informative","5","positive","bad",0
"anon-37","informative","4","negative","amazing",0.025
"anon-37","informative","5","positive","good",0.775
"anon-37","informative","3","negative","okay",0.225
"anon-37","informative","5","negative","amazing",0.025
"anon-37","informative","2","positive","amazing",0
"anon-37","informative","5","negative","terrible",0.225
"anon-37","informative","5","positive","okay",0.125
"anon-37","informative","2","negative","bad",0.025
"anon-37","informative","3","positive","amazing",0.175
"anon-37","informative","4","positive","terrible",0
"anon-37","informative","3","negative","good",0.375
"anon-37","informative","2","negative","terrible",0.375
"anon-37","informative","2","positive","good",0
"anon-37","informative","1","positive","good",0
"anon-37","informative","1","positive","okay",0
"anon-38","informative","4","positive","terrible",0
"anon-38","informative","1","negative","bad",0
"anon-38","informative","2","positive","good",0.25
"anon-38","informative","1","negative","amazing",0.775
"anon-38","informative","3","positive","bad",0
"anon-38","informative","4","negative","amazing",0.075
"anon-38","informative","2","positive","amazing",0
"anon-38","informative","5","negative","terrible",0.1
"anon-38","informative","2","negative","terrible",0.65
"anon-38","informative","1","positive","okay",0.025
"anon-38","informative","1","negative","terrible",0.1
"anon-38","informative","4","negative","okay",0
"anon-38","informative","4","negative","good",0.025
"anon-38","informative","3","negative","okay",0
"anon-38","informative","1","positive","good",0
"anon-38","informative","3","positive","terrible",0
"anon-38","informative","2","negative","bad",0.125
"anon-38","informative","5","positive","okay",0
"anon-38","informative","3","positive","amazing",0.1
"anon-38","informative","2","negative","okay",1
"anon-38","informative","5","negative","amazing",0
"anon-38","informative","3","negative","good",0.15
"anon-38","informative","5","positive","good",0
"anon-38","informative","4","positive","bad",0
"anon-38","informative","5","positive","bad",0
"anon-39","informative","4","negative","good",0
"anon-39","informative","2","negative","okay",1
"anon-39","informative","5","positive","bad",0
"anon-39","informative","4","positive","bad",0
"anon-39","informative","4","negative","okay",0
"anon-39","informative","1","negative","bad",0
"anon-39","informative","3","negative","good",0.475
"anon-39","informative","3","positive","bad",0
"anon-39","informative","2","negative","terrible",0.5
"anon-39","informative","5","negative","amazing",0
"anon-39","informative","1","positive","good",0
"anon-39","informative","1","negative","terrible",0
"anon-39","informative","5","positive","okay",0
"anon-39","informative","4","positive","terrible",0
"anon-39","informative","2","positive","amazing",0
"anon-39","informative","3","negative","okay",0
"anon-39","informative","5","negative","terrible",1
"anon-39","informative","5","positive","good",1
"anon-39","informative","4","negative","amazing",0
"anon-39","informative","3","positive","terrible",0
"anon-39","informative","2","negative","bad",1
"anon-39","informative","2","positive","good",0
"anon-39","informative","1","negative","amazing",1
"anon-39","informative","3","positive","amazing",0
"anon-39","informative","1","positive","okay",1
"anon-4","informative","5","positive","terrible",0.05
"anon-4","informative","5","negative","okay",0.225
"anon-4","informative","1","negative","okay",0.25
"anon-4","informative","1","negative","good",0.85
"anon-4","informative","3","positive","okay",0.9
"anon-4","informative","5","negative","bad",0.15
"anon-4","informative","2","negative","good",0.75
"anon-4","informative","2","negative","amazing",0.8
"anon-4","informative","3","negative","bad",0.9
"anon-4","informative","3","negative","terrible",0.875
"anon-4","informative","1","positive","amazing",0.075
"anon-4","informative","2","positive","terrible",0.9
"anon-4","informative","4","negative","terrible",0.825
"anon-4","informative","5","positive","amazing",1
"anon-4","informative","4","positive","good",0.85
"anon-4","informative","4","negative","bad",0.5
"anon-4","informative","5","negative","good",0
"anon-4","informative","1","positive","terrible",0.975
"anon-4","informative","4","positive","okay",0.475
"anon-4","informative","1","positive","bad",0.95
"anon-4","informative","4","positive","amazing",0.9
"anon-4","informative","2","positive","okay",0.375
"anon-4","informative","2","positive","bad",0.875
"anon-4","informative","3","positive","good",0.5
"anon-4","informative","3","negative","amazing",0.85
"anon-40","informative","1","negative","good",0.8
"anon-40","informative","3","positive","good",0.525
"anon-40","informative","1","negative","okay",0.375
"anon-40","informative","2","negative","amazing",0.525
"anon-40","informative","5","negative","bad",0.125
"anon-40","informative","5","positive","amazing",0.8
"anon-40","informative","3","positive","okay",0.5
"anon-40","informative","3","negative","amazing",0.475
"anon-40","informative","3","negative","bad",0.275
"anon-40","informative","5","negative","okay",0
"anon-40","informative","2","negative","good",1
"anon-40","informative","3","negative","terrible",0.325
"anon-40","informative","1","positive","amazing",0
"anon-40","informative","2","positive","okay",0.575
"anon-40","informative","5","negative","good",0
"anon-40","informative","1","positive","terrible",1
"anon-40","informative","4","positive","amazing",0.725
"anon-40","informative","2","positive","bad",0.725
"anon-40","informative","2","positive","terrible",0.575
"anon-40","informative","1","positive","bad",1
"anon-40","informative","4","negative","bad",0.4
"anon-40","informative","4","positive","good",0.775
"anon-40","informative","4","negative","terrible",0.325
"anon-40","informative","5","positive","terrible",0
"anon-40","informative","4","positive","okay",0.275
"anon-41","informative","4","negative","amazing",0.2
"anon-41","informative","5","positive","okay",0.35
"anon-41","informative","2","negative","terrible",0.125
"anon-41","informative","5","positive","bad",0
"anon-41","informative","4","positive","terrible",0
"anon-41","informative","2","positive","good",0
"anon-41","informative","3","negative","good",0.85
"anon-41","informative","3","positive","amazing",0.125
"anon-41","informative","4","negative","good",0.05
"anon-41","informative","4","negative","okay",0.075
"anon-41","informative","1","positive","good",0
"anon-41","informative","2","positive","amazing",0.025
"anon-41","informative","3","negative","okay",0.25
"anon-41","informative","2","negative","okay",0.675
"anon-41","informative","3","positive","bad",0.175
"anon-41","informative","1","negative","terrible",0.15
"anon-41","informative","5","positive","good",0.875
"anon-41","informative","2","negative","bad",0.225
"anon-41","informative","4","positive","bad",0
"anon-41","informative","5","negative","terrible",0
"anon-41","informative","1","negative","amazing",0.65
"anon-41","informative","1","positive","okay",0
"anon-41","informative","5","negative","amazing",0
"anon-41","informative","3","positive","terrible",0.025
"anon-41","informative","1","negative","bad",0
"anon-42","social","3","positive","okay",0.725
"anon-42","social","5","positive","terrible",0.325
"anon-42","social","1","positive","bad",0.125
"anon-42","social","3","negative","terrible",0.6
"anon-42","social","4","negative","bad",0.225
"anon-42","social","2","positive","terrible",0.15
"anon-42","social","1","positive","amazing",0.825
"anon-42","social","3","positive","good",0.7
"anon-42","social","3","negative","amazing",0.275
"anon-42","social","4","negative","terrible",0.55
"anon-42","social","4","positive","good",0.625
"anon-42","social","5","negative","bad",0.3
"anon-42","social","1","negative","okay",0.25
"anon-42","social","4","positive","amazing",0.675
"anon-42","social","2","positive","bad",0.3
"anon-42","social","5","negative","okay",0.275
"anon-42","social","3","negative","bad",0.175
"anon-42","social","2","negative","amazing",0.325
"anon-42","social","2","positive","okay",0.475
"anon-42","social","1","positive","terrible",0.125
"anon-42","social","1","negative","good",0.25
"anon-42","social","5","negative","good",0.125
"anon-42","social","5","positive","amazing",0.675
"anon-42","social","4","positive","okay",0.6
"anon-42","social","2","negative","good",0.25
"anon-43","informative","5","positive","okay",0.975
"anon-43","informative","4","negative","good",0.8
"anon-43","informative","2","negative","bad",0.2
"anon-43","informative","2","negative","terrible",0.225
"anon-43","informative","4","positive","bad",0.1
"anon-43","informative","5","negative","terrible",0.05
"anon-43","informative","3","positive","bad",0.375
"anon-43","informative","4","positive","terrible",0.025
"anon-43","informative","1","positive","okay",0.275
"anon-43","informative","4","negative","okay",0.075
"anon-43","informative","3","negative","okay",0.375
"anon-43","informative","5","positive","good",0.75
"anon-43","informative","3","negative","good",0.225
"anon-43","informative","5","negative","amazing",0
"anon-43","informative","1","positive","good",0.025
"anon-43","informative","1","negative","amazing",0.275
"anon-43","informative","4","negative","amazing",0.025
"anon-43","informative","2","positive","amazing",0.05
"anon-43","informative","5","positive","bad",0
"anon-43","informative","2","negative","okay",0.25
"anon-43","informative","1","negative","bad",0
"anon-43","informative","2","positive","good",0.025
"anon-43","informative","3","positive","terrible",0.025
"anon-43","informative","1","negative","terrible",0.025
"anon-43","informative","3","positive","amazing",0.025
"anon-44","informative","2","negative","bad",0.35
"anon-44","informative","4","negative","okay",0.075
"anon-44","informative","4","positive","terrible",0
"anon-44","informative","3","positive","terrible",0.075
"anon-44","informative","4","negative","good",0.05
"anon-44","informative","1","negative","amazing",0.1
"anon-44","informative","5","negative","amazing",0.05
"anon-44","informative","4","positive","bad",0.1
"anon-44","informative","1","negative","terrible",0
"anon-44","informative","5","positive","good",0.675
"anon-44","informative","2","negative","okay",0.725
"anon-44","informative","5","positive","okay",0
"anon-44","informative","1","positive","okay",0.025
"anon-44","informative","3","positive","bad",0
"anon-44","informative","1","positive","good",0.025
"anon-44","informative","4","negative","amazing",0.2
"anon-44","informative","2","positive","amazing",0.15
"anon-44","informative","2","positive","good",0.1
"anon-44","informative","5","positive","bad",0
"anon-44","informative","2","negative","terrible",0.65
"anon-44","informative","3","negative","okay",0.15
"anon-44","informative","5","negative","terrible",0.1
"anon-44","informative","3","negative","good",0.225
"anon-44","informative","1","negative","bad",0.1
"anon-44","informative","3","positive","amazing",0.3
"anon-45","social","5","positive","terrible",0.8
"anon-45","social","1","negative","good",0.15
"anon-45","social","2","negative","amazing",0.225
"anon-45","social","5","negative","good",0.875
"anon-45","social","1","positive","amazing",0.075
"anon-45","social","4","negative","bad",0.75
"anon-45","social","1","negative","okay",0.1
"anon-45","social","1","positive","bad",0.15
"anon-45","social","4","negative","terrible",0.575
"anon-45","social","3","negative","terrible",0.45
"anon-45","social","5","negative","bad",0.75
"anon-45","social","4","positive","good",0.5
"anon-45","social","1","positive","terrible",0.25
"anon-45","social","3","negative","bad",0.4
"anon-45","social","2","negative","good",0.3
"anon-45","social","3","positive","good",0.425
"anon-45","social","5","positive","amazing",0.45
"anon-45","social","4","positive","amazing",0.5
"anon-45","social","4","positive","okay",0.55
"anon-45","social","2","positive","terrible",0.325
"anon-45","social","5","negative","okay",0.65
"anon-45","social","3","negative","amazing",0.4
"anon-45","social","2","positive","okay",0.4
"anon-45","social","3","positive","okay",0.45
"anon-45","social","2","positive","bad",0.25
"anon-46","informative","2","negative","terrible",0.575
"anon-46","informative","1","negative","terrible",0.025
"anon-46","informative","5","positive","bad",0
"anon-46","informative","3","negative","okay",0
"anon-46","informative","4","negative","okay",0.525
"anon-46","informative","1","negative","amazing",0.45
"anon-46","informative","2","negative","bad",0
"anon-46","informative","2","positive","good",0.025
"anon-46","informative","4","negative","amazing",0.9
"anon-46","informative","5","negative","amazing",0
"anon-46","informative","3","negative","good",0.825
"anon-46","informative","5","positive","okay",0
"anon-46","informative","1","negative","bad",0
"anon-46","informative","1","positive","okay",0
"anon-46","informative","5","positive","good",0.45
"anon-46","informative","5","negative","terrible",0.375
"anon-46","informative","3","positive","amazing",0.2
"anon-46","informative","4","negative","good",0
"anon-46","informative","3","positive","bad",0.1
"anon-46","informative","2","negative","okay",0.7
"anon-46","informative","3","positive","terrible",0
"anon-46","informative","2","positive","amazing",0
"anon-46","informative","1","positive","good",0
"anon-46","informative","4","positive","bad",0
"anon-46","informative","4","positive","terrible",0
"anon-47","social","3","positive","good",0.7
"anon-47","social","3","negative","amazing",0.15
"anon-47","social","3","negative","terrible",0.125
"anon-47","social","1","positive","bad",0.05
"anon-47","social","3","positive","okay",0.325
"anon-47","social","5","positive","terrible",0.025
"anon-47","social","2","negative","good",0.025
"anon-47","social","2","positive","terrible",0.025
"anon-47","social","2","positive","bad",0.125
"anon-47","social","1","positive","terrible",0.025
"anon-47","social","1","negative","okay",0.125
"anon-47","social","4","positive","okay",0.6
"anon-47","social","5","negative","good",0
"anon-47","social","5","negative","bad",0.3
"anon-47","social","5","negative","okay",0.05
"anon-47","social","3","negative","bad",0.25
"anon-47","social","4","negative","bad",0.35
"anon-47","social","1","negative","good",0.1
"anon-47","social","5","positive","amazing",0.95
"anon-47","social","2","positive","okay",0.15
"anon-47","social","1","positive","amazing",0.95
"anon-47","social","4","positive","amazing",0.95
"anon-47","social","4","negative","terrible",0.425
"anon-47","social","4","positive","good",0.8
"anon-47","social","2","negative","amazing",0.025
"anon-48","social","4","negative","terrible",0.075
"anon-48","social","1","negative","good",0.2
"anon-48","social","3","negative","amazing",0.525
"anon-48","social","2","negative","good",0.625
"anon-48","social","5","negative","good",0
"anon-48","social","5","negative","bad",0.25
"anon-48","social","3","positive","good",0.85
"anon-48","social","1","negative","okay",0.35
"anon-48","social","4","positive","amazing",1
"anon-48","social","4","positive","okay",0.175
"anon-48","social","2","positive","okay",0.775
"anon-48","social","5","positive","amazing",1
"anon-48","social","1","positive","bad",0.05
"anon-48","social","1","positive","amazing",1
"anon-48","social","4","positive","good",0.9
"anon-48","social","4","negative","bad",0.125
"anon-48","social","2","negative","amazing",0.6
"anon-48","social","3","negative","terrible",0.325
"anon-48","social","5","negative","okay",0
"anon-48","social","5","positive","terrible",0
"anon-48","social","3","positive","okay",0.525
"anon-48","social","2","positive","terrible",0.1
"anon-48","social","3","negative","bad",0.525
"anon-48","social","1","positive","terrible",0.025
"anon-48","social","2","positive","bad",0.125
"anon-49","informative","1","negative","bad",0.075
"anon-49","informative","4","positive","bad",0
"anon-49","informative","2","positive","good",0.1
"anon-49","informative","4","negative","okay",0.025
"anon-49","informative","2","negative","terrible",0.8
"anon-49","informative","1","negative","amazing",0.8
"anon-49","informative","3","negative","good",0.075
"anon-49","informative","5","negative","amazing",0.025
"anon-49","informative","4","negative","good",0.025
"anon-49","informative","4","positive","terrible",0.025
"anon-49","informative","2","positive","amazing",0.025
"anon-49","informative","5","positive","good",0.975
"anon-49","informative","1","positive","okay",0.025
"anon-49","informative","3","negative","okay",0.05
"anon-49","informative","2","negative","okay",0.85
"anon-49","informative","3","positive","amazing",0.5
"anon-49","informative","3","positive","bad",0
"anon-49","informative","2","negative","bad",0.8
"anon-49","informative","5","positive","okay",0.15
"anon-49","informative","1","positive","good",0.025
"anon-49","informative","3","positive","terrible",0.075
"anon-49","informative","1","negative","terrible",0
"anon-49","informative","5","positive","bad",0.025
"anon-49","informative","4","negative","amazing",0
"anon-49","informative","5","negative","terrible",0.6
"anon-5","social","1","positive","amazing",0.925
"anon-5","social","3","negative","terrible",0.325
"anon-5","social","3","negative","amazing",0.125
"anon-5","social","4","positive","okay",0.175
"anon-5","social","4","positive","amazing",0.85
"anon-5","social","1","negative","good",0.05
"anon-5","social","5","negative","okay",0.125
"anon-5","social","1","positive","terrible",0.025
"anon-5","social","2","negative","amazing",0.175
"anon-5","social","5","positive","amazing",0.85
"anon-5","social","4","negative","bad",0.325
"anon-5","social","5","negative","good",0.025
"anon-5","social","2","positive","terrible",0.1
"anon-5","social","5","positive","terrible",0.025
"anon-5","social","1","negative","okay",0.425
"anon-5","social","1","positive","bad",0.05
"anon-5","social","4","positive","good",0.675
"anon-5","social","5","negative","bad",0.075
"anon-5","social","3","positive","okay",0.5
"anon-5","social","3","positive","good",0.675
"anon-5","social","2","negative","good",0.225
"anon-5","social","2","positive","bad",0.225
"anon-5","social","4","negative","terrible",0.225
"anon-5","social","2","positive","okay",0.7
"anon-5","social","3","negative","bad",0.35
"anon-50","informative","2","positive","good",0.7
"anon-50","informative","1","negative","terrible",0.75
"anon-50","informative","2","negative","terrible",0.325
"anon-50","informative","4","positive","bad",0.85
"anon-50","informative","1","positive","good",0
"anon-50","informative","2","positive","amazing",0.15
"anon-50","informative","1","negative","bad",0.1
"anon-50","informative","1","positive","okay",0.325
"anon-50","informative","5","positive","okay",0.075
"anon-50","informative","1","negative","amazing",0.1
"anon-50","informative","5","positive","bad",0
"anon-50","informative","3","positive","bad",0.25
"anon-50","informative","4","negative","amazing",0.075
"anon-50","informative","4","negative","good",0.05
"anon-50","informative","3","negative","okay",0.1
"anon-50","informative","3","negative","good",0.175
"anon-50","informative","5","negative","amazing",0
"anon-50","informative","4","positive","terrible",0
"anon-50","informative","3","positive","amazing",0.15
"anon-50","informative","5","negative","terrible",0.3
"anon-50","informative","4","negative","okay",0
"anon-50","informative","2","negative","okay",0.075
"anon-50","informative","3","positive","terrible",0.125
"anon-50","informative","2","negative","bad",0.125
"anon-50","informative","5","positive","good",1
"anon-51","social","5","negative","bad",0.65
"anon-51","social","3","negative","terrible",0.425
"anon-51","social","4","positive","amazing",0.25
"anon-51","social","2","negative","good",0.175
"anon-51","social","1","negative","good",0
"anon-51","social","3","negative","bad",0.3
"anon-51","social","5","positive","terrible",0.025
"anon-51","social","4","negative","terrible",0.675
"anon-51","social","2","positive","bad",0.25
"anon-51","social","3","positive","okay",0.2
"anon-51","social","3","positive","good",0.3
"anon-51","social","4","negative","bad",0.7
"anon-51","social","1","positive","bad",0.025
"anon-51","social","1","positive","terrible",0
"anon-51","social","4","positive","okay",0.95
"anon-51","social","1","negative","okay",0
"anon-51","social","3","negative","amazing",0.375
"anon-51","social","4","positive","good",0.725
"anon-51","social","5","positive","amazing",0.975
"anon-51","social","2","negative","amazing",0
"anon-51","social","5","negative","okay",0.975
"anon-51","social","2","positive","okay",0.35
"anon-51","social","1","positive","amazing",0.975
"anon-51","social","2","positive","terrible",0.25
"anon-51","social","5","negative","good",1
"anon-52","social","2","positive","okay",0.325
"anon-52","social","5","negative","okay",0.025
"anon-52","social","3","negative","bad",0.375
"anon-52","social","5","negative","bad",0.175
"anon-52","social","3","positive","okay",0.45
"anon-52","social","5","negative","good",0.025
"anon-52","social","2","positive","terrible",0
"anon-52","social","4","negative","terrible",0.175
"anon-52","social","3","negative","terrible",0.275
"anon-52","social","4","positive","good",0.65
"anon-52","social","5","positive","amazing",1
"anon-52","social","1","positive","amazing",1
"anon-52","social","4","negative","bad",0.1
"anon-52","social","5","positive","terrible",1
"anon-52","social","4","positive","okay",0.475
"anon-52","social","3","positive","good",0.675
"anon-52","social","1","negative","good",0.225
"anon-52","social","2","negative","good",0.175
"anon-52","social","1","positive","bad",0
"anon-52","social","4","positive","amazing",0.975
"anon-52","social","1","negative","okay",0.575
"anon-52","social","3","negative","amazing",0.2
"anon-52","social","2","negative","amazing",0.175
"anon-52","social","1","positive","terrible",0.025
"anon-52","social","2","positive","bad",0.2
"anon-53","informative","3","positive","terrible",0.95
"anon-53","informative","2","positive","good",0.775
"anon-53","informative","5","positive","good",1
"anon-53","informative","4","negative","okay",0.275
"anon-53","informative","4","positive","bad",0.15
"anon-53","informative","3","positive","bad",0.8
"anon-53","informative","2","negative","okay",0.225
"anon-53","informative","1","negative","bad",0.775
"anon-53","informative","5","positive","okay",0.85
"anon-53","informative","1","negative","amazing",0.8
"anon-53","informative","5","positive","bad",0.825
"anon-53","informative","4","negative","good",0.75
"anon-53","informative","3","negative","good",0.875
"anon-53","informative","2","negative","terrible",0.7
"anon-53","informative","1","positive","good",0.825
"anon-53","informative","5","negative","terrible",0.85
"anon-53","informative","2","positive","amazing",0.9
"anon-53","informative","3","positive","amazing",0.925
"anon-53","informative","3","negative","okay",0.825
"anon-53","informative","5","negative","amazing",0.7
"anon-53","informative","1","negative","terrible",0.325
"anon-53","informative","2","negative","bad",0.2
"anon-53","informative","4","positive","terrible",0.875
"anon-53","informative","4","negative","amazing",0.75
"anon-53","informative","1","positive","okay",0.825
"anon-54","informative","5","positive","good",0.125
"anon-54","informative","1","negative","terrible",0.025
"anon-54","informative","1","negative","bad",0.025
"anon-54","informative","1","negative","amazing",0.025
"anon-54","informative","2","negative","terrible",0.6
"anon-54","informative","2","negative","okay",0.675
"anon-54","informative","5","negative","terrible",0.2
"anon-54","informative","4","positive","terrible",0.05
"anon-54","informative","2","positive","amazing",0.025
"anon-54","informative","5","positive","bad",0.025
"anon-54","informative","3","negative","okay",0.125
"anon-54","informative","2","negative","bad",0.075
"anon-54","informative","3","positive","bad",0.525
"anon-54","informative","3","positive","amazing",0.575
"anon-54","informative","3","positive","terrible",0.05
"anon-54","informative","4","negative","okay",0.025
"anon-54","informative","2","positive","good",0.05
"anon-54","informative","3","negative","good",0.075
"anon-54","informative","5","positive","okay",0.025
"anon-54","informative","4","negative","amazing",0.075
"anon-54","informative","1","positive","good",0.05
"anon-54","informative","4","negative","good",0.05
"anon-54","informative","4","positive","bad",0.025
"anon-54","informative","1","positive","okay",0
"anon-54","informative","5","negative","amazing",0.05
"anon-55","informative","1","negative","okay",0.625
"anon-55","informative","4","positive","okay",0.875
"anon-55","informative","1","negative","good",0.775
"anon-55","informative","4","negative","terrible",0.8
"anon-55","informative","4","positive","good",0.8
"anon-55","informative","4","positive","amazing",0.825
"anon-55","informative","3","positive","okay",0.85
"anon-55","informative","3","negative","bad",0.75
"anon-55","informative","3","positive","good",0.8
"anon-55","informative","5","negative","okay",0
"anon-55","informative","5","positive","amazing",0.975
"anon-55","informative","2","negative","good",0.8
"anon-55","informative","2","positive","terrible",0.8
"anon-55","informative","1","positive","amazing",0
"anon-55","informative","2","positive","bad",0.875
"anon-55","informative","1","positive","bad",0.725
"anon-55","informative","3","negative","terrible",0.525
"anon-55","informative","3","negative","amazing",0.45
"anon-55","informative","2","positive","okay",0.8
"anon-55","informative","5","negative","bad",0.275
"anon-55","informative","1","positive","terrible",0.975
"anon-55","informative","4","negative","bad",0.35
"anon-55","informative","2","negative","amazing",0.7
"anon-55","informative","5","positive","terrible",0.65
"anon-55","informative","5","negative","good",0.05
"anon-56","informative","2","positive","terrible",0.25
"anon-56","informative","5","positive","terrible",0.025
"anon-56","informative","4","positive","good",0.8
"anon-56","informative","1","positive","terrible",0.8
"anon-56","informative","4","negative","terrible",0.275
"anon-56","informative","2","positive","bad",0.65
"anon-56","informative","1","positive","bad",0.6
"anon-56","informative","3","negative","bad",0.625
"anon-56","informative","5","negative","good",0.25
"anon-56","informative","5","negative","okay",0.1
"anon-56","informative","4","negative","bad",0.575
"anon-56","informative","4","positive","amazing",0.55
"anon-56","informative","2","negative","good",0.675
"anon-56","informative","4","positive","okay",0.525
"anon-56","informative","2","negative","amazing",0.625
"anon-56","informative","1","negative","good",0.65
"anon-56","informative","3","positive","okay",0.55
"anon-56","informative","3","negative","amazing",0.55
"anon-56","informative","3","positive","good",0.35
"anon-56","informative","1","positive","amazing",0.025
"anon-56","informative","3","negative","terrible",0.4
"anon-56","informative","2","positive","okay",0.375
"anon-56","informative","5","positive","amazing",0.95
"anon-56","informative","1","negative","okay",0.1
"anon-56","informative","5","negative","bad",0.325
"anon-57","informative","3","positive","okay",0.975
"anon-57","informative","5","positive","amazing",0.975
"anon-57","informative","2","negative","good",0.975
"anon-57","informative","3","negative","bad",1
"anon-57","informative","5","negative","bad",0.525
"anon-57","informative","4","positive","amazing",0.775
"anon-57","informative","1","positive","bad",1
"anon-57","informative","3","negative","amazing",0.975
"anon-57","informative","2","positive","bad",0.975
"anon-57","informative","4","positive","okay",0.975
"anon-57","informative","4","negative","bad",1
"anon-57","informative","4","positive","good",0.975
"anon-57","informative","5","negative","good",0
"anon-57","informative","3","negative","terrible",0.65
"anon-57","informative","1","positive","terrible",0.975
"anon-57","informative","1","negative","okay",0.975
"anon-57","informative","5","positive","terrible",0.025
"anon-57","informative","2","negative","amazing",1
"anon-57","informative","4","negative","terrible",0.5
"anon-57","informative","2","positive","terrible",0.95
"anon-57","informative","2","positive","okay",0.5
"anon-57","informative","1","positive","amazing",0.025
"anon-57","informative","5","negative","okay",0
"anon-57","informative","1","negative","good",0.975
"anon-57","informative","3","positive","good",0.975
"anon-58","informative","1","positive","okay",0
"anon-58","informative","1","negative","bad",0.5
"anon-58","informative","1","positive","good",0
"anon-58","informative","3","positive","terrible",0.5
"anon-58","informative","2","negative","okay",0.5
"anon-58","informative","3","negative","good",0.5
"anon-58","informative","3","negative","okay",0.5
"anon-58","informative","2","positive","good",0.5
"anon-58","informative","4","positive","terrible",0.5
"anon-58","informative","4","negative","okay",0
"anon-58","informative","2","negative","bad",0.5
"anon-58","informative","1","negative","amazing",0.5
"anon-58","informative","5","positive","bad",0.525
"anon-58","informative","2","positive","amazing",0.5
"anon-58","informative","4","positive","bad",0.5
"anon-58","informative","2","negative","terrible",0
